id,Tweet,Subjectivity,Polarity,Target
613,"“When the failure rate of drug discovery projects is high, we have to be comfortable with constantly learning, fail… ",0.493333333,0.060833333,Positive
614,Nurturing and accelerating the development of young talent is of huge importance to EVP BioPharmaceuticals R&amp;D… ,0.65,0.25,Positive
615,"Multicultural, diverse teams lead to a richness in scientific thinking. Hear more about how surrounding himself wit… ",0.5,0.5,Positive
616,"In normal cells, tumour suppressor genes function to regulate cell division and death. In PDAC, some of these gene… ",0.65,0.15,Positive
617,Congratulations Sir Mene!  EVP BioPharmaceuticals R&amp;D was awarded a knighthood in the 2020… ,0,0,Neutral
618,"Huge congratulations to , EVP BioPharmaceuticals R&amp;D, who has been awarded a knighthood by Her Majesty… ",0.9,0.4,Positive
619,"We're thankful for all who dedicate their lives to advancing life changing science, including our R&amp;D colleagues wh… ",0,0,Neutral
620,"Metastatic pancreaticcancer has a very poor prognosis, with fewer than 10% of patients alive 5 years after diagnos… ",0.59,-0.21,Negative
621,Pancreatic cancer is a significant global burden and is the 7th leading cause of cancer death globally. Approximat… ,0.291666667,0.125,Positive
622,The fate of any cell is determined by the balance of pro-survival and pro-death proteins. Three recent publications… ,0.25,0,Neutral
623,It is predicted that pancreatic cancer will continue to climb as one of the most common cancers globally unless ra… ,0.333333333,0.066666667,Positive
624,"In 2018, there were ~460,000 new cases of pancreatic cancer worldwide. The symptoms of this disease can be vague a… ",0.477272727,-0.181818182,Negative
625,"There have been limited treatment advances for patients diagnosed with Stage III lungcancer, who account for appro… ",0.142857143,-0.071428571,Negative
626,"Since our GenerationHealth STEM initiative launched in the US earlier this year, we’ve reached ~50,000 middle scho… ",0.25,0,Neutral
627,This year we laid the foundation of a new era in healthcare innovation with the official opening of the Wuxi Intern… ,0.454545455,0.136363636,Positive
628,Cancer staging describes how far the disease has advanced and can be used by doctors to inform treatment approache… ,0.8,0.25,Positive
629,We believe in investing in the next generation of scientists. This past year we’ve enjoyed working with more than 1… ,0.3625,0.1875,Positive
630,"Thanks to the generosity of our employees who participated in holiday donation drives across our sites, we hope the… ",0.2,0.2,Positive
631,Every cell in the body contains proteins supporting cell survival and death. Too many pro-survival proteins can kee… ,0.375,0.375,Positive
632,Chairman Leif Johansson &amp; SK holdings President Dong-Hyun Jang celebrated an important milestone in our partnership… ,0.875,0.375,Positive
633,"Hear from Rahul Agrawal, Global Medicines Leader, Cardiovascular at AstraZeneca about the process of developing hig… ",0,0,Neutral
634,We signed an MoU with our Korean partners supported by the South Korean government to accelerate innovation in the… ,0,0,Neutral
635,Many SevereAsthma patients struggle with debilitating symptoms and poor quality of life. The BREATHLESS documentar… ,0.55,0.05,Positive
636,We are committed to advancing effective management of cancer treatment in KSA and are proud of the MoU signed with… ,0.9,0.7,Positive
637,We support the work of young people on improving health and wellbeing SDG3 through our YoungHealthProgramme. If y… ,0.4,0.1,Positive
638,We focus our efforts in sustainability on the intersection of societal needs and where we can make the most meanin… ,0.5,0.5,Positive
639,We're exploring the role of 'programmed cell death' in cancer biology and how we can exploit this phenomenon in the… ,0,0,Neutral
640,"Even after a therapy is approved, the clinical trial process doesn’t stop. We invest in real-world studies to ensur… ",0,0,Neutral
641,"In this ""Lung Cancer Considered"" eps., Patrick O'Conner of  and Maureen Rigney of  join Dr. …",0,0,Neutral
642,How would you improve the lives of people who live with lungcancer? Registered patient organisations have until 31… ,0.5,0.136363636,Positive
643,There are many ways to design a study. We use randomised controlled trial design and evidence from meta-analyses to… ,0.5,0.5,Positive
644,Breastcancer management is improving every day. It’s vital this progress continues by continuing to understand all… ,0.4,0.1,Positive
645,Partnering is central to our success. Our purpose is to push the boundaries of science to deliver life-changing med… ,0.125,0.15,Positive
646,HER2 testing can be carried out via two methods: Immunohistochemistry (IHC) and fluorescence in situ hybridisation… ,0,0,Neutral
647,Breastcancer is a diverse disease that can be differentiated by receptor status or the presence of genetic mutatio… ,0,0,Neutral
648,"Not all clinical research is created equal. Our clinical trial teams have a range of knowledge, skills and experien… ",0.25,0,Neutral
649,Approx. 20-30% of breastcancer have a faulty HER2 gene which makes too many copies of itself – this is known as ge… ,0.5,0.5,Positive
650,An antibody-drug conjugate (ADC) harnesses the unique and sensitive targeting capabilities of antibodies to differe… ,0.95,0.2375,Positive
651,"As an early-joiner taking action for OurOnlyFuture, we’re encouraged to see new companies joining the movement. Se… ",0.277272727,0.118181818,Positive
652,Breastcancer is one of the four core disease areas of our oncology research. We are committed to pursuing innovati… ,0,0,Neutral
653,"By fostering stronger relationships between healthcare professionals and diabetes patients, we strive to improve d… ",0,0,Neutral
654,Breastcancer accounts for one in four cancers in women worldwide and the number of women diagnosed with the diseas… ,0,0,Neutral
655,"In the lead up to SABCS19, José Baselga reflects on the progress in the fight against breast cancer and the contin… ",0,0,Neutral
656,"Our commitment to breastcancer is unwavering. By working with the community, we hope that we can raise awareness f… ",0,0,Neutral
657,"For many patients with chronic lymphocytic leukaemia (CLL), the disease may return even after successful treatment… ",0.725,0.625,Positive
658,"We are in San Antonio, Texas to present 33 abstracts, 3 oral presentations and 2 spotlight poster discussions at th… ",0,0,Neutral
659,"In chronic lymphocytic leukaemia (CLL), the presence of certain biomarkers is increasingly used to inform the best… ",0.571428571,0.214285714,Positive
660,"We’re at ASH19 to collaborate with haematology clinicians, researchers, advocates and industry partners to bring i… ",0,0,Neutral
661,It’s Day 1 of the  Annual Meeting where we are presenting over 30 abstracts across eight types of… ,0,0,Neutral
662,At ASH19 we connected with hematology focused patient advocacy groups to discuss the role of caregivers in the BloodC…,0,0,Neutral
663,"Chairman Leif Johansson was in India to celebrate the creation of the India-Sweden Healthcare Innovation Centre, a… ",0,0,Neutral
664,The protection and progression of human rights are a crucial matter to us. Explore the new UN … ,0.518181818,0.045454545,Positive
665,"Huge congratulations to , EVP BioPharmaceuticals R&amp;D, for receiving - Executive of the Year at the 201… ",0.9,0.4,Positive
666,It's fantastic to see our AstraZeneca Energy Challenge recognised as Medidata's Community Partnership of the Year a… ,0.9,0.4,Positive
667,Congratulations to our cross-functional deal team on winning the 2019 ScripAwards Financing Deal of the Year for o… ,0.75,0.5,Positive
668,"Through our YoungHealthProgramme, we support the work of tomorrow’s young visionaries on SDG3. ’s… ",0.4,0.1,Positive
669,For  to be nominated for six awards at tonight's ScripAwards is a huge honour. Our talented teams work tirel…,0.9,0.55,Positive
670,Partnering with universities is one of the ways we collaborate to advance scientific understanding. sustainability… ,0,0,Neutral
671,Our scientists are working with  to ensure that increasing patient access to medicines in developing economies doe…,0,0,Neutral
672,Powerful stories like Dionna’s – that show the sometimes painful and life-threatening complications for people with… ,0.95,-0.2,Negative
673,"In recognition of International Day of People with Disabilities, three AstraZeneca employees talk about their exper… ",0,0,Neutral
674,~90% of our pipeline has a PrecisionMedicine approach. We couldn’t do this without the expertise and devices of ou… ,0,0,Neutral
